 X,Y,dx,dy,length,direction,max_corrcoeff,avg_corrcoeff
    1226380.0000,    5055060.0000,         -0.2500,         -0.2500,          0.3536,        225.0000,          0.8427,          0.1526
    1226380.0000,    5055020.0000,         -0.2500,         -1.5000,          1.5207,        189.4623,          0.8614,          0.1818
    1226380.0000,    5054980.0000,          0.0000,          0.5000,          0.5000,          0.0000,          0.9547,          0.2879
    1226380.0000,    5054940.0000,          0.2500,         -0.2500,          0.3536,        135.0000,          0.9544,          0.3217
    1226380.0000,    5054900.0000,         -0.2500,        -40.0000,         40.0008,        180.3581,          0.9725,          0.3598
    1226380.0000,    5054860.0000,          0.0000,        -16.0000,         16.0000,        180.0000,          0.9850,          0.3545
    1226380.0000,    5054820.0000,          0.0000,          0.0000,          0.0000,         45.0000,          0.9928,          0.3468
    1226380.0000,    5054780.0000,          0.0000,         -0.2500,          0.2500,        180.0000,          0.9940,          0.3328
    1226380.0000,    5054740.0000,          0.0000,          0.0000,          0.0000,         45.0000,          0.9945,          0.3476
    1226380.0000,    5054700.0000,          0.0000,          0.0000,          0.0000,         45.0000,          0.9948,          0.3559
    1226380.0000,    5054660.0000,          0.0000,          0.0000,          0.0000,         45.0000,          0.9832,          0.3651
    1226380.0000,    5054620.0000,          0.0000,          0.2500,          0.2500,          0.0000,          0.9730,          0.3104
    1226380.0000,    5054580.0000,          0.0000,          0.0000,          0.0000,         45.0000,          0.9930,          0.3004
    1226380.0000,    5054540.0000,          0.0000,          0.0000,          0.0000,         45.0000,          0.9960,          0.2788
    1226380.0000,    5054500.0000,          0.0000,          2.0000,          2.0000,          0.0000,          0.9893,          0.2590
    1226380.0000,    5054460.0000,          0.0000,         -1.5000,          1.5000,        180.0000,          0.9612,          0.2469
    1226380.0000,    5054420.0000,          0.0000,         -0.7500,          0.7500,        180.0000,          0.9799,          0.2695
    1226380.0000,    5054380.0000,          0.0000,          0.0000,          0.0000,         45.0000,          0.9766,          0.2750
    1226380.0000,    5054340.0000,          0.0000,         -0.5000,          0.5000,        180.0000,          0.9780,          0.2666
    1226380.0000,    5054300.0000,          0.0000,         -1.0000,          1.0000,        180.0000,          0.9877,          0.2654
    1226380.0000,    5054260.0000,          0.0000,         -0.5000,          0.5000,        180.0000,          0.9491,          0.2538
    1226380.0000,    5054220.0000,          0.0000,         -0.7500,          0.7500,        180.0000,          0.9720,          0.3235
    1226380.0000,    5054180.0000,          0.2500,         -0.2500,          0.3536,        135.0000,          0.9826,          0.3835
    1226380.0000,    5054140.0000,          0.2500,         -1.5000,          1.5207,        170.5377,          0.9586,          0.3553
    1226380.0000,    5054100.0000,          0.0000,         -0.7500,          0.7500,        180.0000,          0.9862,          0.3157
    1226380.0000,    5054060.0000,          0.0000,         -0.7500,          0.7500,        180.0000,          0.9913,          0.3055
    1226380.0000,    5054020.0000,          0.0000,         -0.2500,          0.2500,        180.0000,          0.9878,          0.3378
    1226380.0000,    5053980.0000,          0.0000,         -0.2500,          0.2500,        180.0000,          0.9797,          0.4406
    1226380.0000,    5053940.0000,         -0.2500,        -22.0000,         22.0014,        180.6511,          0.9969,          0.4776
    1226380.0000,    5053900.0000,         -0.2500,         -4.0000,          4.0078,        183.5763,          0.9973,          0.4482
    1226380.0000,    5053860.0000,          0.0000,          0.0000,          0.0000,         45.0000,          0.9941,          0.4022
    1226380.0000,    5053820.0000,          0.0000,          6.0000,          6.0000,          0.0000,          0.9509,          0.3247
    1226380.0000,    5053780.0000,          0.0000,         -2.0000,          2.0000,        180.0000,          0.9443,          0.2966
    1226380.0000,    5053740.0000,          0.0000,         -2.0000,          2.0000,        180.0000,          0.9677,          0.3102
    1226380.0000,    5053700.0000,          0.0000,         -6.0000,          6.0000,        180.0000,          0.9813,          0.3364
    1226380.0000,    5053660.0000,          0.0000,        -64.0000,         64.0000,        180.0000,          0.9893,          0.3645
    1226380.0000,    5053620.0000,         -0.2500,         36.0000,         36.0009,        359.6021,          0.9813,          0.3565
    1226380.0000,    5053580.0000,         -0.2500,         34.0000,         34.0009,        359.5787,          0.9771,          0.3275
    1226380.0000,    5053540.0000,          0.0000,          6.0000,          6.0000,          0.0000,          0.9606,          0.2886
    1226380.0000,    5053500.0000,          0.0000,         28.0000,         28.0000,          0.0000,          0.9528,          0.2722
    1226380.0000,    5053460.0000,          0.0000,          4.0000,          4.0000,          0.0000,          0.9466,          0.2626
    1226380.0000,    5053420.0000,          0.0000,          0.0000,          0.0000,         45.0000,          0.9749,          0.2772
    1226380.0000,    5053380.0000,          0.0000,         60.0000,         60.0000,          0.0000,          0.9881,          0.2969
    1226380.0000,    5053340.0000,          0.0000,         54.0000,         54.0000,          0.0000,          0.9837,          0.3228
    1226380.0000,    5053300.0000,         -0.2500,         66.0000,         66.0005,        359.7830,          0.9696,          0.3519
    1226380.0000,    5053260.0000,          0.0000,        -34.0000,         34.0000,        180.0000,          0.9863,          0.3480
    1226380.0000,    5053220.0000,         -0.2500,          0.0000,          0.2500,        270.0000,          0.9712,          0.3231
    1226380.0000,    5053180.0000,         -0.2500,          0.0000,          0.2500,        270.0000,          0.9627,          0.3123
    1226380.0000,    5053140.0000,          0.0000,         -0.5000,          0.5000,        180.0000,          0.9700,          0.3143
    1226380.0000,    5053100.0000,          0.0000,          0.0000,          0.0000,         45.0000,          0.9775,          0.3274
    1226380.0000,    5053060.0000,          0.0000,          0.0000,          0.0000,         45.0000,          0.9731,          0.3420
    1226380.0000,    5053020.0000,         -0.2500,          2.0000,          2.0156,        352.8750,          0.9773,          0.3367
    1226380.0000,    5052980.0000,          0.2500,         24.0000,         24.0013,          0.5968,          0.9482,          0.3065
    1226380.0000,    5052940.0000,         -0.2500,          8.0000,          8.0039,        358.2101,          0.9359,          0.2905
    1226380.0000,    5052900.0000,         -0.2500,         10.0000,         10.0031,        358.5679,          0.9589,          0.2789
    1226380.0000,    5052860.0000,         -0.2500,         -6.0000,          6.0052,        182.3859,          0.9692,          0.2736
    1226380.0000,    5052820.0000,          0.0000,         -2.0000,          2.0000,        180.0000,          0.9891,          0.2796
    1226380.0000,    5052780.0000,          0.0000,         -0.5000,          0.5000,        180.0000,          0.9969,          0.2924
    1226380.0000,    5052740.0000,          0.0000,         -2.0000,          2.0000,        180.0000,          0.9983,          0.3348
    1226380.0000,    5052700.0000,          0.0000,          0.0000,          0.0000,         45.0000,          0.9956,          0.3497
    1226380.0000,    5052660.0000,          0.0000,         -0.5000,          0.5000,        180.0000,          0.9950,          0.3537
    1226380.0000,    5052620.0000,         -0.2500,         -0.2500,          0.3536,        225.0000,          0.9781,          0.3312
    1226380.0000,    5052580.0000,          0.0000,        -24.0000,         24.0000,        180.0000,          0.9874,          0.3133
    1226380.0000,    5052540.0000,          0.0000,        -18.0000,         18.0000,        180.0000,          0.9897,          0.2932
    1226380.0000,    5052500.0000,          0.0000,          0.0000,          0.0000,         45.0000,          0.9797,          0.2731
    1226380.0000,    5052460.0000,          0.0000,         -0.7500,          0.7500,        180.0000,          0.9869,          0.2883
    1226380.0000,    5052420.0000,          0.0000,         -2.0000,          2.0000,        180.0000,          0.9938,          0.3146
    1226380.0000,    5052380.0000,          0.0000,         -2.0000,          2.0000,        180.0000,          0.9993,          0.3214
    1226380.0000,    5052340.0000,          0.0000,          0.0000,          0.0000,         45.0000,          0.9995,          0.3086
    1226380.0000,    5052300.0000,          0.0000,          0.0000,          0.0000,         45.0000,          0.9992,          0.3181
    1226380.0000,    5052260.0000,          0.0000,          0.0000,          0.0000,         45.0000,          0.9978,          0.3049
    1226380.0000,    5052220.0000,          0.0000,         -0.5000,          0.5000,        180.0000,          0.9930,          0.3171
    1226380.0000,    5052180.0000,          0.0000,         -0.5000,          0.5000,        180.0000,          0.9808,          0.3009
    1226380.0000,    5052140.0000,          0.0000,         -0.2500,          0.2500,        180.0000,          0.9910,          0.3246
    1226380.0000,    5052100.0000,          0.0000,         -2.0000,          2.0000,        180.0000,          0.9935,          0.3098
    1226380.0000,    5052060.0000,          0.0000,          0.0000,          0.0000,         45.0000,          0.9927,          0.2992
    1226380.0000,    5052020.0000,          0.0000,          0.0000,          0.0000,         45.0000,          0.9903,          0.3114
    1226380.0000,    5051980.0000,          0.0000,         -2.0000,          2.0000,        180.0000,          0.9853,          0.3409
    1226380.0000,    5051940.0000,          0.0000,         -2.0000,          2.0000,        180.0000,          0.9907,          0.3439
    1226380.0000,    5051900.0000,          0.0000,          0.0000,          0.0000,         45.0000,          0.9969,          0.3242
    1226380.0000,    5051860.0000,          0.0000,          0.0000,          0.0000,         45.0000,          0.9975,          0.2858
    1226380.0000,    5051820.0000,          0.0000,          0.0000,          0.0000,         45.0000,          0.9849,          0.2767
    1226380.0000,    5051780.0000,          0.0000,          0.0000,          0.0000,         45.0000,          0.9720,          0.2669
    1226380.0000,    5051740.0000,          0.0000,         -2.0000,          2.0000,        180.0000,          0.9887,          0.2734
    1226380.0000,    5051700.0000,          0.0000,         -0.2500,          0.2500,        180.0000,          0.9939,          0.2652
    1226380.0000,    5051660.0000,         -0.2500,         -1.5000,          1.5207,        189.4623,          0.9893,          0.2861
    1226380.0000,    5051620.0000,          0.0000,         -2.0000,          2.0000,        180.0000,          0.9963,          0.2925
    1226380.0000,    5051580.0000,          0.0000,          0.0000,          0.0000,         45.0000,          0.9990,          0.2893
    1226380.0000,    5051540.0000,          0.0000,          0.0000,          0.0000,         45.0000,          0.9989,          0.2908
    1226380.0000,    5051500.0000,          0.0000,          0.0000,          0.0000,         45.0000,          0.9993,          0.2995
    1226380.0000,    5051460.0000,          0.0000,          0.0000,          0.0000,         45.0000,          0.9985,          0.2965
    1226380.0000,    5051420.0000,          0.0000,          0.0000,          0.0000,         45.0000,          0.9969,          0.2858
    1226380.0000,    5051380.0000,          0.0000,         -0.7500,          0.7500,        180.0000,          0.9844,          0.2811
    1226380.0000,    5051340.0000,         -0.2500,         -1.0000,          1.0308,        194.0362,          0.9697,          0.3204
    1226380.0000,    5051300.0000,         -0.2500,          0.0000,          0.2500,        270.0000,          0.9968,          0.3737
    1226380.0000,    5051260.0000,          0.0000,          0.0000,          0.0000,         45.0000,          0.9948,          0.3680
    1226380.0000,    5051220.0000,          0.0000,          0.0000,          0.0000,         45.0000,          0.9952,          0.3116
    1226380.0000,    5051180.0000,          0.0000,         36.0000,         36.0000,          0.0000,          0.9740,          0.3051
    1226380.0000,    5051140.0000,          0.0000,         64.0000,         64.0000,          0.0000,          0.9619,          0.3090
    1226380.0000,    5051100.0000,         17.5000,         19.7500,         26.3877,         41.5434,          0.8501,          0.2985
    1226380.0000,    5051060.0000,         18.5000,         58.0000,         60.8790,         17.6909,          0.8470,          0.2472
    1226380.0000,    5051020.0000,         29.7500,         68.5000,         74.6814,         23.4756,          0.7469,          0.1647
    1226380.0000,    5050980.0000,         65.2500,         48.0000,         81.0035,         53.6606,          0.7124,          0.0689
    1226380.0000,    5050940.0000,         67.7500,         68.7500,         96.5227,         44.5803,          0.6862,          0.0240
    1226380.0000,    5050900.0000,         69.0000,         67.7500,         96.7009,         45.5237,          0.3254,          0.0036
    1226380.0000,    5050860.0000,        -66.0000,        -66.0000,         93.3381,        225.0000,          0.0000,          0.0000
    1226380.0000,    5050820.0000,        -66.0000,        -66.0000,         93.3381,        225.0000,          0.0000,          0.0000
    1226380.0000,    5050780.0000,        -66.0000,        -66.0000,         93.3381,        225.0000,          0.0000,          0.0000
    1226380.0000,    5050740.0000,        -66.0000,        -66.0000,         93.3381,        225.0000,          0.0000,          0.0000
    1226380.0000,    5050700.0000,        -66.0000,        -66.0000,         93.3381,        225.0000,          0.0000,          0.0000
    1226380.0000,    5050660.0000,        -66.0000,        -66.0000,         93.3381,        225.0000,          0.0000,          0.0000
    1226380.0000,    5050620.0000,        -66.0000,        -66.0000,         93.3381,        225.0000,          0.0000,          0.0000
    1226380.0000,    5050580.0000,        -66.0000,        -66.0000,         93.3381,        225.0000,          0.0000,          0.0000
    1226380.0000,    5050540.0000,        -66.0000,        -66.0000,         93.3381,        225.0000,          0.0000,          0.0000
    1226420.0000,    5055060.0000,          1.7500,          0.0000,          1.7500,         90.0000,          0.8365,          0.1578
    1226420.0000,    5055020.0000,          0.0000,         -1.5000,          1.5000,        180.0000,          0.5436,          0.0234
    1226420.0000,    5054980.0000,         -0.2500,         -0.5000,          0.5590,        206.5650,          0.6101,          0.1174
    1226420.0000,    5054940.0000,         -5.2500,         27.5000,         27.9967,        349.1918,          0.5589,          0.2754
    1226420.0000,    5054900.0000,          7.0000,        -30.0000,         30.8058,        166.8660,          0.7138,          0.3970
    1226420.0000,    5054860.0000,         -0.2500,         -1.5000,          1.5207,        189.4623,          0.7178,          0.3025
    1226420.0000,    5054820.0000,         -0.2500,         -0.2500,          0.3536,        225.0000,          0.8091,          0.2082
    1226420.0000,    5054780.0000,          0.0000,          0.0000,          0.0000,         45.0000,          0.8696,          0.0703
    1226420.0000,    5054740.0000,         -0.2500,          0.0000,          0.2500,        270.0000,          0.8649,          0.1324
    1226420.0000,    5054700.0000,         -0.2500,         -0.5000,          0.5590,        206.5650,          0.8205,          0.1969
    1226420.0000,    5054660.0000,         -0.2500,          0.0000,          0.2500,        270.0000,          0.9005,          0.2153
    1226420.0000,    5054620.0000,         -0.5000,          0.0000,          0.5000,        270.0000,          0.8757,          0.1164
    1226420.0000,    5054580.0000,          0.0000,         -0.2500,          0.2500,        180.0000,          0.9185,          0.0712
    1226420.0000,    5054540.0000,          0.0000,         -0.2500,          0.2500,        180.0000,          0.8472,          0.1808
    1226420.0000,    5054500.0000,          0.5000,          1.0000,          1.1180,         26.5651,          0.8986,          0.2199
    1226420.0000,    5054460.0000,          1.0000,         -2.0000,          2.2361,        153.4349,          0.7325,          0.0967
    1226420.0000,    5054420.0000,          0.2500,         -1.7500,          1.7678,        171.8699,          0.8477,          0.0753
    1226420.0000,    5054380.0000,          0.7500,         -0.7500,          1.0607,        135.0000,          0.7669,          0.0537
    1226420.0000,    5054340.0000,          0.2500,         -0.2500,          0.3536,        135.0000,          0.6784,          0.0386
    1226420.0000,    5054300.0000,          0.2500,         -0.5000,          0.5590,        153.4349,          0.8806,          0.1181
    1226420.0000,    5054260.0000,          0.7500,         -0.2500,          0.7906,        108.4349,          0.8654,          0.0713
    1226420.0000,    5054220.0000,          0.5000,         -0.2500,          0.5590,        116.5651,          0.7811,          0.2101
    1226420.0000,    5054180.0000,          0.5000,         -1.0000,          1.1180,        153.4349,          0.7324,          0.2104
    1226420.0000,    5054140.0000,          1.2500,         -1.0000,          1.6008,        128.6598,          0.7808,          0.1923
    1226420.0000,    5054100.0000,          0.5000,         -0.5000,          0.7071,        135.0000,          0.8298,          0.1096
    1226420.0000,    5054060.0000,         -0.2500,         -0.5000,          0.5590,        206.5650,          0.9088,          0.1194
    1226420.0000,    5054020.0000,          0.2500,         -0.2500,          0.3536,        135.0000,          0.8258,          0.2487
    1226420.0000,    5053980.0000,          1.7500,          0.5000,          1.8200,         74.0546,          0.8441,          0.4642
    1226420.0000,    5053940.0000,          5.5000,          3.2500,          6.3885,         59.4208,          0.8553,          0.5471
    1226420.0000,    5053900.0000,         -0.7500,         30.0000,         30.0094,        358.5679,          0.7456,          0.4227
    1226420.0000,    5053860.0000,         14.5000,        -14.2500,         20.3301,        134.5018,          0.4417,          0.2304
    1226420.0000,    5053820.0000,         -4.0000,          2.7500,          4.8541,        304.5085,          0.4587,          0.0736
    1226420.0000,    5053780.0000,         -0.7500,          0.5000,          0.9014,        303.6901,          0.4953,          0.0269
    1226420.0000,    5053740.0000,          0.0000,         -1.5000,          1.5000,        180.0000,          0.7142,          0.0517
    1226420.0000,    5053700.0000,         -0.7500,         -2.5000,          2.6101,        196.6992,          0.6710,          0.1279
    1226420.0000,    5053660.0000,         51.5000,        -65.0000,         82.9292,        141.6099,          0.3628,          0.0396
    1226420.0000,    5053620.0000,         16.2500,         17.5000,         23.8812,         42.8789,          0.6131,          0.0968
    1226420.0000,    5053580.0000,          2.7500,          1.2500,          3.0208,         65.5560,          0.5943,          0.0803
    1226420.0000,    5053540.0000,         63.7500,         40.7500,         75.6613,         57.4126,          0.4456,          0.0601
    1226420.0000,    5053500.0000,         20.7500,         27.5000,         34.4501,         37.0362,          0.2530,          0.0374
    1226420.0000,    5053460.0000,          1.0000,        -44.0000,         44.0114,        178.6980,          0.2370,          0.0385
    1226420.0000,    5053420.0000,          0.2500,          0.7500,          0.7906,         18.4349,          0.3309,          0.0351
    1226420.0000,    5053380.0000,          4.5000,          9.0000,         10.0623,         26.5651,          0.3025,          0.0259
    1226420.0000,    5053340.0000,         15.7500,         -8.2500,         17.7799,        117.6460,          0.1746,          0.0153
    1226420.0000,    5053300.0000,        -14.5000,        -50.7500,         52.7808,        195.9454,          0.3363,          0.1277
    1226420.0000,    5053260.0000,         -5.2500,         -2.7500,          5.9266,        242.3540,          0.4602,          0.1442
    1226420.0000,    5053220.0000,         -3.2500,         -2.0000,          3.8161,        238.3925,          0.3378,          0.0266
    1226420.0000,    5053180.0000,         -3.5000,         -4.7500,          5.9002,        216.3844,          0.3030,          0.0258
    1226420.0000,    5053140.0000,         -1.0000,         -2.2500,          2.4622,        203.9625,          0.4448,          0.1007
    1226420.0000,    5053100.0000,         -1.2500,         -1.2500,          1.7678,        225.0000,          0.5009,          0.1018
