 X,Y,dx,dy,length,direction,max_corrcoeff,avg_corrcoeff
    1226380.0000,    5055060.0000,         -0.2500,         -0.2500,          0.3536,        225.0000,          0.9639,          0.2023
    1226380.0000,    5055020.0000,          0.0000,         -2.0000,          2.0000,        180.0000,          0.9769,          0.2256
    1226380.0000,    5054980.0000,          0.0000,          0.0000,          0.0000,         45.0000,          0.9943,          0.2986
    1226380.0000,    5054940.0000,          0.0000,          0.0000,          0.0000,         45.0000,          0.9980,          0.3270
    1226380.0000,    5054900.0000,          0.0000,          0.0000,          0.0000,         45.0000,          0.9988,          0.3406
    1226380.0000,    5054860.0000,          0.0000,        -16.0000,         16.0000,        180.0000,          0.9995,          0.3397
    1226380.0000,    5054820.0000,          0.0000,          0.0000,          0.0000,         45.0000,          0.9997,          0.3592
    1226380.0000,    5054780.0000,          0.0000,          0.0000,          0.0000,         45.0000,          0.9997,          0.3567
    1226380.0000,    5054740.0000,          0.0000,          0.0000,          0.0000,         45.0000,          0.9998,          0.3520
    1226380.0000,    5054700.0000,          0.0000,          0.0000,          0.0000,         45.0000,          0.9997,          0.3254
    1226380.0000,    5054660.0000,          0.0000,          0.0000,          0.0000,         45.0000,          0.9975,          0.3165
    1226380.0000,    5054620.0000,          0.0000,          0.0000,          0.0000,         45.0000,          0.9951,          0.3159
    1226380.0000,    5054580.0000,          0.0000,          0.0000,          0.0000,         45.0000,          0.9988,          0.3424
    1226380.0000,    5054540.0000,          0.0000,          0.0000,          0.0000,         45.0000,          0.9997,          0.3520
    1226380.0000,    5054500.0000,          0.0000,        -52.0000,         52.0000,        180.0000,          0.9956,          0.3630
    1226380.0000,    5054460.0000,          0.0000,          0.0000,          0.0000,         45.0000,          0.9890,          0.3403
    1226380.0000,    5054420.0000,          0.0000,          0.0000,          0.0000,         45.0000,          0.9917,          0.3162
    1226380.0000,    5054380.0000,          0.0000,         -2.0000,          2.0000,        180.0000,          0.9852,          0.3094
    1226380.0000,    5054340.0000,          0.0000,         -2.0000,          2.0000,        180.0000,          0.9881,          0.3019
    1226380.0000,    5054300.0000,          0.0000,          0.0000,          0.0000,         45.0000,          0.9964,          0.3098
    1226380.0000,    5054260.0000,          0.0000,          0.0000,          0.0000,         45.0000,          0.9945,          0.2990
    1226380.0000,    5054220.0000,          0.0000,          0.0000,          0.0000,         45.0000,          0.9951,          0.2747
    1226380.0000,    5054180.0000,          0.0000,          0.0000,          0.0000,         45.0000,          0.9942,          0.2703
    1226380.0000,    5054140.0000,          0.0000,          0.0000,          0.0000,         45.0000,          0.9869,          0.2780
    1226380.0000,    5054100.0000,          0.0000,         -0.2500,          0.2500,        180.0000,          0.9932,          0.2981
    1226380.0000,    5054060.0000,          0.0000,         -2.0000,          2.0000,        180.0000,          0.9981,          0.3121
    1226380.0000,    5054020.0000,          0.0000,          0.0000,          0.0000,         45.0000,          0.9994,          0.3124
    1226380.0000,    5053980.0000,          0.0000,          0.0000,          0.0000,         45.0000,          0.9993,          0.3165
    1226380.0000,    5053940.0000,          0.0000,          2.0000,          2.0000,          0.0000,          0.9998,          0.3127
    1226380.0000,    5053900.0000,          0.0000,          6.0000,          6.0000,          0.0000,          0.9998,          0.3019
    1226380.0000,    5053860.0000,          0.0000,          6.0000,          6.0000,          0.0000,          0.9995,          0.3078
    1226380.0000,    5053820.0000,         -0.2500,          0.0000,          0.2500,        270.0000,          0.9745,          0.3390
    1226380.0000,    5053780.0000,          0.0000,         -2.0000,          2.0000,        180.0000,          0.9441,          0.3687
    1226380.0000,    5053740.0000,          0.2500,         -2.0000,          2.0156,        172.8750,          0.9803,          0.4086
    1226380.0000,    5053700.0000,          0.0000,        -26.0000,         26.0000,        180.0000,          0.9834,          0.3926
    1226380.0000,    5053660.0000,          0.0000,         10.0000,         10.0000,          0.0000,          0.9822,          0.3670
    1226380.0000,    5053620.0000,          0.0000,         48.0000,         48.0000,          0.0000,          0.9779,          0.3571
    1226380.0000,    5053580.0000,          0.0000,        -10.0000,         10.0000,        180.0000,          0.9486,          0.3786
    1226380.0000,    5053540.0000,         -0.2500,        -14.0000,         14.0022,        181.0230,          0.9161,          0.3763
    1226380.0000,    5053500.0000,         -0.2500,         32.0000,         32.0010,        359.5524,          0.8999,          0.3394
    1226380.0000,    5053460.0000,          0.0000,          4.0000,          4.0000,          0.0000,          0.9310,          0.2995
    1226380.0000,    5053420.0000,          0.0000,         46.0000,         46.0000,          0.0000,          0.9665,          0.2661
    1226380.0000,    5053380.0000,          0.0000,         44.0000,         44.0000,          0.0000,          0.9830,          0.2618
    1226380.0000,    5053340.0000,          0.2500,         54.0000,         54.0006,          0.2653,          0.9823,          0.2615
    1226380.0000,    5053300.0000,          0.0000,        -50.0000,         50.0000,        180.0000,          0.9751,          0.2550
    1226380.0000,    5053260.0000,          0.0000,        -16.0000,         16.0000,        180.0000,          0.9728,          0.2511
    1226380.0000,    5053220.0000,          0.0000,         -2.0000,          2.0000,        180.0000,          0.9534,          0.2638
    1226380.0000,    5053180.0000,          0.2500,          0.0000,          0.2500,         90.0000,          0.9418,          0.3014
    1226380.0000,    5053140.0000,         -0.2500,         -2.0000,          2.0156,        187.1250,          0.9661,          0.3071
    1226380.0000,    5053100.0000,          0.0000,          0.0000,          0.0000,         45.0000,          0.9850,          0.2882
