 X,Y,dx,dy,length,direction,max_corrcoeff,avg_corrcoeff
    1226380.0000,    5055060.0000,          0.0000,          0.0000,          0.0000,         45.0000,          0.9828,          0.2204
    1226380.0000,    5055020.0000,          0.0000,         -2.0000,          2.0000,        180.0000,          0.9826,          0.2730
    1226380.0000,    5054980.0000,          0.0000,          0.0000,          0.0000,         45.0000,          0.9972,          0.3395
    1226380.0000,    5054940.0000,          0.0000,          0.0000,          0.0000,         45.0000,          0.9964,          0.3599
    1226380.0000,    5054900.0000,          0.0000,         -4.0000,          4.0000,        180.0000,          0.9955,          0.3588
    1226380.0000,    5054860.0000,          0.0000,         -2.0000,          2.0000,        180.0000,          0.9913,          0.4012
    1226380.0000,    5054820.0000,          0.0000,          0.0000,          0.0000,         45.0000,          0.9957,          0.3836
    1226380.0000,    5054780.0000,          0.0000,          0.0000,          0.0000,         45.0000,          0.9970,          0.3488
    1226380.0000,    5054740.0000,          0.0000,          0.0000,          0.0000,         45.0000,          0.9977,          0.3342
    1226380.0000,    5054700.0000,          0.0000,          0.0000,          0.0000,         45.0000,          0.9981,          0.3126
    1226380.0000,    5054660.0000,          0.0000,          0.0000,          0.0000,         45.0000,          0.9908,          0.3004
    1226380.0000,    5054620.0000,          0.0000,          0.2500,          0.2500,          0.0000,          0.9892,          0.3109
    1226380.0000,    5054580.0000,          0.0000,          0.0000,          0.0000,         45.0000,          0.9962,          0.3464
    1226380.0000,    5054540.0000,          0.0000,          0.0000,          0.0000,         45.0000,          0.9969,          0.3653
    1226380.0000,    5054500.0000,          0.0000,          2.0000,          2.0000,          0.0000,          0.9877,          0.3561
    1226380.0000,    5054460.0000,          0.2500,         -0.7500,          0.7906,        161.5651,          0.9718,          0.3319
    1226380.0000,    5054420.0000,          0.0000,         -1.2500,          1.2500,        180.0000,          0.9605,          0.2997
    1226380.0000,    5054380.0000,          0.0000,         -0.2500,          0.2500,        180.0000,          0.9353,          0.2718
    1226380.0000,    5054340.0000,          0.0000,         -0.5000,          0.5000,        180.0000,          0.9537,          0.2633
    1226380.0000,    5054300.0000,          0.0000,         -0.5000,          0.5000,        180.0000,          0.9828,          0.2963
    1226380.0000,    5054260.0000,          0.0000,         -0.2500,          0.2500,        180.0000,          0.9697,          0.2589
    1226380.0000,    5054220.0000,          0.0000,         -0.2500,          0.2500,        180.0000,          0.9766,          0.2312
    1226380.0000,    5054180.0000,          0.0000,         -0.2500,          0.2500,        180.0000,          0.9763,          0.2601
    1226380.0000,    5054140.0000,          0.0000,         -1.0000,          1.0000,        180.0000,          0.9362,          0.2634
    1226380.0000,    5054100.0000,          0.0000,         -1.0000,          1.0000,        180.0000,          0.9711,          0.2908
    1226380.0000,    5054060.0000,          0.0000,         -0.7500,          0.7500,        180.0000,          0.9935,          0.2979
    1226380.0000,    5054020.0000,          0.0000,         -0.7500,          0.7500,        180.0000,          0.9951,          0.2633
    1226380.0000,    5053980.0000,          0.0000,          0.0000,          0.0000,         45.0000,          0.9924,          0.2669
