 X,Y,dx,dy,length,direction,max_corrcoeff,avg_corrcoeff
    1226380.0000,    5055060.0000,         -0.2500,         -0.5000,          0.5590,        206.5650,          0.9492,          0.1874
    1226380.0000,    5055020.0000,          0.0000,         -2.0000,          2.0000,        180.0000,          0.9624,          0.1961
    1226380.0000,    5054980.0000,          0.0000,         -0.2500,          0.2500,        180.0000,          0.9887,          0.2681
    1226380.0000,    5054940.0000,          0.0000,          0.0000,          0.0000,         45.0000,          0.9955,          0.3089
    1226380.0000,    5054900.0000,          0.0000,          0.0000,          0.0000,         45.0000,          0.9958,          0.3313
    1226380.0000,    5054860.0000,          0.0000,         -2.0000,          2.0000,        180.0000,          0.9990,          0.3264
    1226380.0000,    5054820.0000,          0.0000,          0.0000,          0.0000,         45.0000,          0.9997,          0.3371
    1226380.0000,    5054780.0000,          0.0000,          0.0000,          0.0000,         45.0000,          0.9997,          0.3468
    1226380.0000,    5054740.0000,          0.0000,          0.0000,          0.0000,         45.0000,          0.9996,          0.3483
    1226380.0000,    5054700.0000,          0.0000,          0.0000,          0.0000,         45.0000,          0.9993,          0.3457
    1226380.0000,    5054660.0000,          0.0000,          0.0000,          0.0000,         45.0000,          0.9981,          0.3389
    1226380.0000,    5054620.0000,          0.0000,          0.0000,          0.0000,         45.0000,          0.9954,          0.3274
    1226380.0000,    5054580.0000,          0.0000,          0.0000,          0.0000,         45.0000,          0.9987,          0.3079
    1226380.0000,    5054540.0000,          0.0000,          0.0000,          0.0000,         45.0000,          0.9999,          0.2988
    1226380.0000,    5054500.0000,          0.0000,          8.0000,          8.0000,          0.0000,          0.9866,          0.2935
    1226380.0000,    5054460.0000,          0.0000,          8.0000,          8.0000,          0.0000,          0.9828,          0.2896
    1226380.0000,    5054420.0000,          0.0000,          2.0000,          2.0000,          0.0000,          0.9952,          0.2946
    1226380.0000,    5054380.0000,          0.0000,         -2.0000,          2.0000,        180.0000,          0.9934,          0.2953
    1226380.0000,    5054340.0000,          0.0000,         -2.0000,          2.0000,        180.0000,          0.9927,          0.2921
    1226380.0000,    5054300.0000,          0.0000,          0.0000,          0.0000,         45.0000,          0.9987,          0.2952
    1226380.0000,    5054260.0000,          0.0000,          0.0000,          0.0000,         45.0000,          0.9951,          0.2863
    1226380.0000,    5054220.0000,          0.0000,          0.0000,          0.0000,         45.0000,          0.9963,          0.2800
    1226380.0000,    5054180.0000,          0.0000,          0.0000,          0.0000,         45.0000,          0.9976,          0.2832
    1226380.0000,    5054140.0000,          0.0000,          0.0000,          0.0000,         45.0000,          0.9953,          0.2896
    1226380.0000,    5054100.0000,          0.0000,          0.0000,          0.0000,         45.0000,          0.9975,          0.3050
    1226380.0000,    5054060.0000,          0.0000,          0.0000,          0.0000,         45.0000,          0.9990,          0.3381
    1226380.0000,    5054020.0000,          0.0000,          0.0000,          0.0000,         45.0000,          0.9987,          0.3749
    1226380.0000,    5053980.0000,          0.0000,          0.0000,          0.0000,         45.0000,          0.9977,          0.4272
    1226380.0000,    5053940.0000,          0.0000,        -12.0000,         12.0000,        180.0000,          0.9999,          0.4191
    1226380.0000,    5053900.0000,          0.0000,         -8.0000,          8.0000,        180.0000,          0.9999,          0.3901
    1226380.0000,    5053860.0000,          0.0000,          6.0000,          6.0000,          0.0000,          0.9998,          0.3676
    1226380.0000,    5053820.0000,          0.0000,         -6.0000,          6.0000,        180.0000,          0.9738,          0.3619
    1226380.0000,    5053780.0000,          0.0000,         -2.0000,          2.0000,        180.0000,          0.9575,          0.3788
    1226380.0000,    5053740.0000,          0.2500,         -2.0000,          2.0156,        172.8750,          0.9853,          0.4329
    1226380.0000,    5053700.0000,          0.0000,         -6.0000,          6.0000,        180.0000,          0.9819,          0.4115
    1226380.0000,    5053660.0000,          0.0000,         10.0000,         10.0000,          0.0000,          0.9872,          0.4073
    1226380.0000,    5053620.0000,          0.0000,         48.0000,         48.0000,          0.0000,          0.9853,          0.3865
    1226380.0000,    5053580.0000,         -0.2500,         38.0000,         38.0008,        359.6231,          0.9546,          0.3671
    1226380.0000,    5053540.0000,         -0.2500,         12.0000,         12.0026,        358.8065,          0.9251,          0.3294
    1226380.0000,    5053500.0000,         -0.2500,        -16.0000,         16.0020,        180.8952,          0.9183,          0.2952
    1226380.0000,    5053460.0000,          0.0000,          6.0000,          6.0000,          0.0000,          0.9376,          0.2687
    1226380.0000,    5053420.0000,          0.0000,         62.0000,         62.0000,          0.0000,          0.9735,          0.2560
    1226380.0000,    5053380.0000,          0.0000,         62.0000,         62.0000,          0.0000,          0.9856,          0.2575
    1226380.0000,    5053340.0000,          0.0000,         56.0000,         56.0000,          0.0000,          0.9845,          0.2614
    1226380.0000,    5053300.0000,          0.0000,        -50.0000,         50.0000,        180.0000,          0.9701,          0.2601
    1226380.0000,    5053260.0000,          0.0000,         -4.0000,          4.0000,        180.0000,          0.9749,          0.2553
    1226380.0000,    5053220.0000,          0.0000,         -2.0000,          2.0000,        180.0000,          0.9639,          0.2713
    1226380.0000,    5053180.0000,          0.0000,          0.0000,          0.0000,         45.0000,          0.9567,          0.3082
    1226380.0000,    5053140.0000,         -0.2500,         -2.0000,          2.0156,        187.1250,          0.9726,          0.3084
    1226380.0000,    5053100.0000,          0.0000,          2.0000,          2.0000,          0.0000,          0.9884,          0.2889
    1226380.0000,    5053060.0000,         -0.2500,         -6.0000,          6.0052,        182.3859,          0.9840,          0.2762
