 X,Y,dx,dy,length,direction,max_corrcoeff,avg_corrcoeff
    1226380.0000,    5055060.0000,          0.2500,          0.0000,          0.2500,         90.0000,          0.9863,          0.2235
    1226380.0000,    5055020.0000,          0.0000,         -2.0000,          2.0000,        180.0000,          0.9870,          0.2652
    1226380.0000,    5054980.0000,          0.0000,          0.0000,          0.0000,         45.0000,          0.9975,          0.3351
    1226380.0000,    5054940.0000,          0.0000,          0.0000,          0.0000,         45.0000,          0.9969,          0.3614
    1226380.0000,    5054900.0000,          0.0000,         -4.0000,          4.0000,        180.0000,          0.9969,          0.3687
    1226380.0000,    5054860.0000,          0.0000,         -2.0000,          2.0000,        180.0000,          0.9951,          0.4097
    1226380.0000,    5054820.0000,          0.0000,          0.0000,          0.0000,         45.0000,          0.9976,          0.4004
    1226380.0000,    5054780.0000,          0.0000,          0.0000,          0.0000,         45.0000,          0.9984,          0.3633
    1226380.0000,    5054740.0000,          0.0000,          0.0000,          0.0000,         45.0000,          0.9986,          0.3490
    1226380.0000,    5054700.0000,          0.0000,          0.0000,          0.0000,         45.0000,          0.9989,          0.3253
    1226380.0000,    5054660.0000,          0.0000,          0.0000,          0.0000,         45.0000,          0.9942,          0.3172
    1226380.0000,    5054620.0000,          0.0000,          0.2500,          0.2500,          0.0000,          0.9929,          0.3290
    1226380.0000,    5054580.0000,          0.0000,          0.0000,          0.0000,         45.0000,          0.9977,          0.3541
    1226380.0000,    5054540.0000,          0.0000,          0.0000,          0.0000,         45.0000,          0.9983,          0.3659
    1226380.0000,    5054500.0000,          0.0000,          2.0000,          2.0000,          0.0000,          0.9945,          0.3631
    1226380.0000,    5054460.0000,          0.0000,         -1.5000,          1.5000,        180.0000,          0.9844,          0.3419
    1226380.0000,    5054420.0000,          0.0000,         -1.2500,          1.2500,        180.0000,          0.9743,          0.3136
    1226380.0000,    5054380.0000,          0.0000,          0.0000,          0.0000,         45.0000,          0.9606,          0.2899
    1226380.0000,    5054340.0000,          0.0000,         -0.5000,          0.5000,        180.0000,          0.9731,          0.2814
    1226380.0000,    5054300.0000,          0.0000,         -0.5000,          0.5000,        180.0000,          0.9896,          0.3091
    1226380.0000,    5054260.0000,          0.0000,         -0.2500,          0.2500,        180.0000,          0.9818,          0.2758
    1226380.0000,    5054220.0000,          0.0000,         -0.2500,          0.2500,        180.0000,          0.9869,          0.2539
    1226380.0000,    5054180.0000,          0.0000,         -0.5000,          0.5000,        180.0000,          0.9868,          0.2825
    1226380.0000,    5054140.0000,          0.0000,         -1.0000,          1.0000,        180.0000,          0.9702,          0.2962
    1226380.0000,    5054100.0000,          0.0000,         -1.0000,          1.0000,        180.0000,          0.9857,          0.3102
    1226380.0000,    5054060.0000,          0.0000,         -0.7500,          0.7500,        180.0000,          0.9960,          0.3025
    1226380.0000,    5054020.0000,          0.0000,          0.0000,          0.0000,         45.0000,          0.9966,          0.2721
    1226380.0000,    5053980.0000,          0.0000,          0.0000,          0.0000,         45.0000,          0.9955,          0.2820
    1226380.0000,    5053940.0000,          0.0000,          4.0000,          4.0000,          0.0000,          0.9983,          0.2910
    1226380.0000,    5053900.0000,          0.0000,          6.0000,          6.0000,          0.0000,          0.9983,          0.3021
    1226380.0000,    5053860.0000,          0.0000,          6.0000,          6.0000,          0.0000,          0.9960,          0.3073
    1226380.0000,    5053820.0000,         -0.2500,         12.0000,         12.0026,        358.8065,          0.9680,          0.3029
    1226380.0000,    5053780.0000,         -0.2500,          6.0000,          6.0052,        357.6141,          0.9187,          0.2766
    1226380.0000,    5053740.0000,          0.0000,         -2.0000,          2.0000,        180.0000,          0.9869,          0.2502
    1226380.0000,    5053700.0000,          0.0000,        -46.0000,         46.0000,        180.0000,          0.9937,          0.2764
    1226380.0000,    5053660.0000,          0.0000,         10.0000,         10.0000,          0.0000,          0.9941,          0.2894
    1226380.0000,    5053620.0000,          0.0000,         10.0000,         10.0000,          0.0000,          0.9917,          0.3053
    1226380.0000,    5053580.0000,          0.0000,          0.0000,          0.0000,         45.0000,          0.9834,          0.3494
    1226380.0000,    5053540.0000,         -0.2500,        -14.0000,         14.0022,        181.0230,          0.9719,          0.3760
    1226380.0000,    5053500.0000,          0.0000,         30.0000,         30.0000,          0.0000,          0.9650,          0.3644
    1226380.0000,    5053460.0000,         -0.2500,          4.0000,          4.0078,        356.4237,          0.9759,          0.3299
    1226380.0000,    5053420.0000,          0.0000,         22.0000,         22.0000,          0.0000,          0.9903,          0.2916
    1226380.0000,    5053380.0000,          0.0000,         42.0000,         42.0000,          0.0000,          0.9948,          0.2833
    1226380.0000,    5053340.0000,          0.2500,         54.0000,         54.0006,          0.2653,          0.9952,          0.2840
    1226380.0000,    5053300.0000,          0.0000,        -52.0000,         52.0000,        180.0000,          0.9948,          0.2803
    1226380.0000,    5053260.0000,          0.0000,         -2.0000,          2.0000,        180.0000,          0.9931,          0.2779
    1226380.0000,    5053220.0000,          0.0000,         -2.0000,          2.0000,        180.0000,          0.9791,          0.2786
    1226380.0000,    5053180.0000,          0.0000,         -2.0000,          2.0000,        180.0000,          0.9784,          0.2985
    1226380.0000,    5053140.0000,          0.0000,          0.0000,          0.0000,         45.0000,          0.9904,          0.3057
    1226380.0000,    5053100.0000,          0.0000,          0.0000,          0.0000,         45.0000,          0.9952,          0.2978
    1226380.0000,    5053060.0000,          0.0000,         -2.0000,          2.0000,        180.0000,          0.9958,          0.2896
    1226380.0000,    5053020.0000,          0.0000,          0.0000,          0.0000,         45.0000,          0.9933,          0.3049
    1226380.0000,    5052980.0000,          0.0000,          2.0000,          2.0000,          0.0000,          0.9912,          0.3486
    1226380.0000,    5052940.0000,          0.0000,          2.0000,          2.0000,          0.0000,          0.9814,          0.3891
    1226380.0000,    5052900.0000,          0.0000,          2.0000,          2.0000,          0.0000,          0.9814,          0.4128
    1226380.0000,    5052860.0000,          0.0000,         -4.0000,          4.0000,        180.0000,          0.9909,          0.3869
    1226380.0000,    5052820.0000,          0.0000,         -0.2500,          0.2500,        180.0000,          0.9933,          0.3487
    1226380.0000,    5052780.0000,          0.0000,         -0.2500,          0.2500,        180.0000,          0.9973,          0.3127
    1226380.0000,    5052740.0000,          0.0000,          0.0000,          0.0000,         45.0000,          0.9957,          0.3214
    1226380.0000,    5052700.0000,          0.0000,         -0.5000,          0.5000,        180.0000,          0.9937,          0.2849
    1226380.0000,    5052660.0000,          0.0000,         -0.2500,          0.2500,        180.0000,          0.9965,          0.2834
    1226380.0000,    5052620.0000,          0.0000,          0.0000,          0.0000,         45.0000,          0.9841,          0.2844
    1226380.0000,    5052580.0000,          0.0000,          0.0000,          0.0000,         45.0000,          0.9788,          0.3129
    1226380.0000,    5052540.0000,          0.0000,          2.0000,          2.0000,          0.0000,          0.9745,          0.3161
    1226380.0000,    5052500.0000,          0.0000,         -0.5000,          0.5000,        180.0000,          0.9568,          0.3176
    1226380.0000,    5052460.0000,          0.0000,         -1.5000,          1.5000,        180.0000,          0.9842,          0.3281
    1226380.0000,    5052420.0000,          0.0000,          0.0000,          0.0000,         45.0000,          0.9959,          0.3093
    1226380.0000,    5052380.0000,          0.0000,          0.0000,          0.0000,         45.0000,          0.9980,          0.2904
    1226380.0000,    5052340.0000,          0.0000,          0.0000,          0.0000,         45.0000,          0.9984,          0.2878
    1226380.0000,    5052300.0000,          0.0000,          0.0000,          0.0000,         45.0000,          0.9989,          0.2860
    1226380.0000,    5052260.0000,          0.0000,          0.0000,          0.0000,         45.0000,          0.9987,          0.2899
    1226380.0000,    5052220.0000,          0.0000,          0.0000,          0.0000,         45.0000,          0.9967,          0.2985
    1226380.0000,    5052180.0000,          0.0000,          0.0000,          0.0000,         45.0000,          0.9948,          0.3038
    1226380.0000,    5052140.0000,          0.0000,          0.0000,          0.0000,         45.0000,          0.9948,          0.3056
    1226380.0000,    5052100.0000,          0.0000,         -0.5000,          0.5000,        180.0000,          0.9932,          0.3169
    1226380.0000,    5052060.0000,          0.0000,         -0.5000,          0.5000,        180.0000,          0.9899,          0.3427
    1226380.0000,    5052020.0000,          0.0000,          0.0000,          0.0000,         45.0000,          0.9921,          0.3651
    1226380.0000,    5051980.0000,          0.0000,          0.0000,          0.0000,         45.0000,          0.9930,          0.3472
    1226380.0000,    5051940.0000,          0.0000,          0.0000,          0.0000,         45.0000,          0.9937,          0.3247
    1226380.0000,    5051900.0000,          0.0000,          0.0000,          0.0000,         45.0000,          0.9964,          0.3129
    1226380.0000,    5051860.0000,          0.0000,          0.0000,          0.0000,         45.0000,          0.9969,          0.3173
    1226380.0000,    5051820.0000,          0.0000,          0.0000,          0.0000,         45.0000,          0.9941,          0.3521
    1226380.0000,    5051780.0000,          0.0000,          0.0000,          0.0000,         45.0000,          0.9905,          0.3821
    1226380.0000,    5051740.0000,          0.0000,          0.0000,          0.0000,         45.0000,          0.9931,          0.3731
    1226380.0000,    5051700.0000,          0.0000,          0.0000,          0.0000,         45.0000,          0.9986,          0.3690
    1226380.0000,    5051660.0000,          0.0000,         -2.0000,          2.0000,        180.0000,          0.9958,          0.3686
    1226380.0000,    5051620.0000,         -0.2500,         -2.0000,          2.0156,        187.1250,          0.9953,          0.3915
    1226380.0000,    5051580.0000,         -0.2500,          0.0000,          0.2500,        270.0000,          0.9989,          0.4130
    1226380.0000,    5051540.0000,          0.0000,          0.0000,          0.0000,         45.0000,          0.9985,          0.3840
    1226380.0000,    5051500.0000,          0.0000,          0.0000,          0.0000,         45.0000,          0.9987,          0.3426
