 X,Y,dx,dy,length,direction,max_corrcoeff,avg_corrcoeff
    1226380.0000,    5055060.0000,         -0.2500,         -0.2500,          0.3536,        225.0000,          0.9628,          0.2033
    1226380.0000,    5055020.0000,          0.0000,         -2.2500,          2.2500,        180.0000,          0.9586,          0.2689
    1226380.0000,    5054980.0000,          0.2500,          0.0000,          0.2500,         90.0000,          0.9925,          0.3415
    1226380.0000,    5054940.0000,         -0.2500,          0.0000,          0.2500,        270.0000,          0.9878,          0.3633
    1226380.0000,    5054900.0000,          0.0000,         -2.0000,          2.0000,        180.0000,          0.9871,          0.3683
    1226380.0000,    5054860.0000,          0.0000,         -2.0000,          2.0000,        180.0000,          0.9907,          0.4323
    1226380.0000,    5054820.0000,          0.0000,          0.0000,          0.0000,         45.0000,          0.9946,          0.4220
    1226380.0000,    5054780.0000,          0.0000,          0.0000,          0.0000,         45.0000,          0.9965,          0.3672
    1226380.0000,    5054740.0000,          0.0000,          0.0000,          0.0000,         45.0000,          0.9963,          0.3478
    1226380.0000,    5054700.0000,          0.0000,          0.0000,          0.0000,         45.0000,          0.9965,          0.3265
    1226380.0000,    5054660.0000,          0.0000,          0.2500,          0.2500,          0.0000,          0.9901,          0.3229
    1226380.0000,    5054620.0000,          0.0000,          0.2500,          0.2500,          0.0000,          0.9877,          0.3171
    1226380.0000,    5054580.0000,          0.0000,          0.0000,          0.0000,         45.0000,          0.9953,          0.3320
    1226380.0000,    5054540.0000,          0.0000,          0.0000,          0.0000,         45.0000,          0.9967,          0.3403
    1226380.0000,    5054500.0000,          0.0000,          4.0000,          4.0000,          0.0000,          0.9738,          0.3113
    1226380.0000,    5054460.0000,          0.0000,          0.2500,          0.2500,          0.0000,          0.9524,          0.3199
    1226380.0000,    5054420.0000,          0.0000,         -1.5000,          1.5000,        180.0000,          0.9624,          0.3020
    1226380.0000,    5054380.0000,          0.0000,          0.2500,          0.2500,          0.0000,          0.9449,          0.2785
    1226380.0000,    5054340.0000,          0.0000,         -0.2500,          0.2500,        180.0000,          0.9512,          0.2671
    1226380.0000,    5054300.0000,          0.0000,         -0.2500,          0.2500,        180.0000,          0.9852,          0.3048
    1226380.0000,    5054260.0000,         -0.2500,         -0.2500,          0.3536,        225.0000,          0.9522,          0.2496
    1226380.0000,    5054220.0000,          0.0000,          0.0000,          0.0000,         45.0000,          0.9622,          0.2467
    1226380.0000,    5054180.0000,          0.2500,          0.0000,          0.2500,         90.0000,          0.9773,          0.2987
    1226380.0000,    5054140.0000,          0.2500,          0.2500,          0.3536,         45.0000,          0.9612,          0.3080
    1226380.0000,    5054100.0000,          0.0000,         -0.2500,          0.2500,        180.0000,          0.9761,          0.2943
    1226380.0000,    5054060.0000,          0.0000,         -0.7500,          0.7500,        180.0000,          0.9927,          0.2751
    1226380.0000,    5054020.0000,          0.0000,         -0.5000,          0.5000,        180.0000,          0.9912,          0.2744
    1226380.0000,    5053980.0000,          0.0000,          0.0000,          0.0000,         45.0000,          0.9877,          0.3049
    1226380.0000,    5053940.0000,          0.0000,          2.0000,          2.0000,          0.0000,          0.9960,          0.3323
    1226380.0000,    5053900.0000,          0.0000,         30.0000,         30.0000,          0.0000,          0.9963,          0.3388
    1226380.0000,    5053860.0000,          0.0000,          6.0000,          6.0000,          0.0000,          0.9917,          0.3276
