1226380,5055060
1226380,5055020
1226380,5054980
1226380,5054940
1226380,5054900
1226380,5054860
1226380,5054820
1226380,5054780
1226380,5054740
1226380,5054700
1226380,5054660
1226380,5054620
1226380,5054580
1226380,5054540
1226380,5054500
1226380,5054460
1226380,5054420
1226380,5054380
1226380,5054340
1226380,5054300
1226380,5054260
1226380,5054220
1226380,5054180
1226380,5054140
1226380,5054100
1226380,5054060
1226380,5054020
1226380,5053980
1226380,5053940
1226380,5053900
1226380,5053860
1226380,5053820
1226380,5053780
1226380,5053740
1226380,5053700
1226380,5053660
1226380,5053620
1226380,5053580
1226380,5053540
1226380,5053500
1226380,5053460
1226380,5053420
1226380,5053380
1226380,5053340
1226380,5053300
1226380,5053260
1226380,5053220
1226380,5053180
1226380,5053140
1226380,5053100
1226380,5053060
1226380,5053020
1226380,5052980
1226380,5052940
1226380,5052900
1226380,5052860
1226380,5052820
1226380,5052780
1226380,5052740
1226380,5052700
1226380,5052660
1226380,5052620
1226380,5052580
1226380,5052540
1226380,5052500
1226380,5052460
1226380,5052420
1226380,5052380
1226380,5052340
1226380,5052300
1226380,5052260
1226380,5052220
1226380,5052180
1226380,5052140
1226380,5052100
1226380,5052060
1226380,5052020
1226380,5051980
1226380,5051940
1226380,5051900
1226380,5051860
1226380,5051820
1226380,5051780
1226380,5051740
1226380,5051700
1226380,5051660
1226380,5051620
1226380,5051580
1226380,5051540
1226380,5051500
1226380,5051460
1226380,5051420
1226380,5051380
1226380,5051340
1226380,5051300
1226380,5051260
1226380,5051220
1226380,5051180
1226380,5051140
1226380,5051100
1226380,5051060
1226380,5051020
1226380,5050980
1226380,5050940
1226380,5050900
1226380,5050860
1226380,5050820
1226380,5050780
1226380,5050740
1226380,5050700
1226380,5050660
1226380,5050620
1226380,5050580
1226380,5050540
1226420,5055060
1226420,5055020
1226420,5054980
1226420,5054940
1226420,5054900
1226420,5054860
1226420,5054820
1226420,5054780
1226420,5054740
1226420,5054700
1226420,5054660
1226420,5054620
1226420,5054580
1226420,5054540
1226420,5054500
1226420,5054460
1226420,5054420
1226420,5054380
1226420,5054340
1226420,5054300
1226420,5054260
1226420,5054220
1226420,5054180
1226420,5054140
1226420,5054100
1226420,5054060
1226420,5054020
1226420,5053980
1226420,5053940
1226420,5053900
1226420,5053860
1226420,5053820
1226420,5053780
1226420,5053740
1226420,5053700
1226420,5053660
1226420,5053620
1226420,5053580
1226420,5053540
1226420,5053500
1226420,5053460
1226420,5053420
1226420,5053380
1226420,5053340
1226420,5053300
1226420,5053260
1226420,5053220
1226420,5053180
1226420,5053140
1226420,5053100
1226420,5053060
1226420,5053020
1226420,5052980
1226420,5052940
1226420,5052900
1226420,5052860
1226420,5052820
1226420,5052780
1226420,5052740
1226420,5052700
1226420,5052660
1226420,5052620
1226420,5052580
1226420,5052540
1226420,5052500
1226420,5052460
1226420,5052420
1226420,5052380
1226420,5052340
1226420,5052300
1226420,5052260
1226420,5052220
1226420,5052180
1226420,5052140
1226420,5052100
1226420,5052060
1226420,5052020
1226420,5051980
1226420,5051940
1226420,5051900
1226420,5051860
1226420,5051820
1226420,5051780
1226420,5051740
1226420,5051700
1226420,5051660
1226420,5051620
1226420,5051580
1226420,5051540
1226420,5051500
1226420,5051460
1226420,5051420
1226420,5051380
1226420,5051340
1226420,5051300
1226420,5051260
1226420,5051220
1226420,5051180
1226420,5051140
1226420,5051100
1226420,5051060
1226420,5051020
1226420,5050980
1226420,5050940
1226420,5050900
1226420,5050860
1226420,5050820
1226420,5050780
1226420,5050740
1226420,5050700
1226420,5050660
1226420,5050620
1226420,5050580
1226420,5050540
1226460,5055060
1226460,5055020
1226460,5054980
1226460,5054940
1226460,5054900
1226460,5054860
1226460,5054820
1226460,5054780
1226460,5054740
1226460,5054700
1226460,5054660
1226460,5054620
1226460,5054580
1226460,5054540
1226460,5054500
1226460,5054460
1226460,5054420
1226460,5054380
1226460,5054340
1226460,5054300
1226460,5054260
1226460,5054220
1226460,5054180
1226460,5054140
1226460,5054100
1226460,5054060
1226460,5054020
1226460,5053980
1226460,5053940
1226460,5053900
1226460,5053860
1226460,5053820
1226460,5053780
1226460,5053740
1226460,5053700
1226460,5053660
1226460,5053620
1226460,5053580
1226460,5053540
1226460,5053500
1226460,5053460
1226460,5053420
1226460,5053380
1226460,5053340
1226460,5053300
1226460,5053260
1226460,5053220
1226460,5053180
1226460,5053140
1226460,5053100
1226460,5053060
1226460,5053020
1226460,5052980
1226460,5052940
1226460,5052900
1226460,5052860
1226460,5052820
1226460,5052780
1226460,5052740
1226460,5052700
1226460,5052660
1226460,5052620
1226460,5052580
1226460,5052540
1226460,5052500
1226460,5052460
1226460,5052420
1226460,5052380
1226460,5052340
1226460,5052300
1226460,5052260
1226460,5052220
1226460,5052180
1226460,5052140
1226460,5052100
1226460,5052060
1226460,5052020
1226460,5051980
1226460,5051940
1226460,5051900
1226460,5051860
1226460,5051820
1226460,5051780
1226460,5051740
1226460,5051700
1226460,5051660
1226460,5051620
1226460,5051580
1226460,5051540
1226460,5051500
1226460,5051460
1226460,5051420
1226460,5051380
1226460,5051340
1226460,5051300
1226460,5051260
1226460,5051220
1226460,5051180
1226460,5051140
1226460,5051100
1226460,5051060
1226460,5051020
1226460,5050980
1226460,5050940
1226460,5050900
1226460,5050860
1226460,5050820
1226460,5050780
1226460,5050740
1226460,5050700
1226460,5050660
1226460,5050620
1226460,5050580
1226460,5050540
1226500,5055060
1226500,5055020
1226500,5054980
1226500,5054940
1226500,5054900
1226500,5054860
1226500,5054820
1226500,5054780
1226500,5054740
1226500,5054700
1226500,5054660
1226500,5054620
1226500,5054580
1226500,5054540
1226500,5054500
1226500,5054460
1226500,5054420
1226500,5054380
1226500,5054340
1226500,5054300
1226500,5054260
1226500,5054220
1226500,5054180
1226500,5054140
1226500,5054100
1226500,5054060
1226500,5054020
1226500,5053980
1226500,5053940
1226500,5053900
1226500,5053860
1226500,5053820
1226500,5053780
1226500,5053740
1226500,5053700
1226500,5053660
1226500,5053620
1226500,5053580
1226500,5053540
1226500,5053500
1226500,5053460
1226500,5053420
1226500,5053380
1226500,5053340
1226500,5053300
1226500,5053260
1226500,5053220
1226500,5053180
1226500,5053140
1226500,5053100
1226500,5053060
1226500,5053020
1226500,5052980
1226500,5052940
1226500,5052900
1226500,5052860
1226500,5052820
1226500,5052780
1226500,5052740
1226500,5052700
1226500,5052660
1226500,5052620
1226500,5052580
1226500,5052540
1226500,5052500
1226500,5052460
1226500,5052420
1226500,5052380
1226500,5052340
1226500,5052300
1226500,5052260
1226500,5052220
1226500,5052180
1226500,5052140
1226500,5052100
1226500,5052060
1226500,5052020
1226500,5051980
1226500,5051940
1226500,5051900
1226500,5051860
1226500,5051820
1226500,5051780
1226500,5051740
1226500,5051700
1226500,5051660
1226500,5051620
1226500,5051580
1226500,5051540
1226500,5051500
1226500,5051460
1226500,5051420
1226500,5051380
1226500,5051340
1226500,5051300
1226500,5051260
1226500,5051220
1226500,5051180
1226500,5051140
1226500,5051100
1226500,5051060
1226500,5051020
1226500,5050980
1226500,5050940
1226500,5050900
1226500,5050860
1226500,5050820
1226500,5050780
1226500,5050740
1226500,5050700
1226500,5050660
1226500,5050620
1226500,5050580
1226500,5050540
1226540,5055060
1226540,5055020
1226540,5054980
1226540,5054940
1226540,5054900
1226540,5054860
1226540,5054820
1226540,5054780
1226540,5054740
1226540,5054700
1226540,5054660
1226540,5054620
1226540,5054580
1226540,5054540
1226540,5054500
1226540,5054460
1226540,5054420
1226540,5054380
1226540,5054340
1226540,5054300
1226540,5054260
1226540,5054220
1226540,5054180
1226540,5054140
1226540,5054100
1226540,5054060
1226540,5054020
1226540,5053980
1226540,5053940
1226540,5053900
1226540,5053860
1226540,5053820
1226540,5053780
1226540,5053740
1226540,5053700
1226540,5053660
1226540,5053620
1226540,5053580
1226540,5053540
1226540,5053500
1226540,5053460
1226540,5053420
1226540,5053380
1226540,5053340
1226540,5053300
1226540,5053260
1226540,5053220
1226540,5053180
1226540,5053140
1226540,5053100
1226540,5053060
1226540,5053020
1226540,5052980
1226540,5052940
1226540,5052900
1226540,5052860
1226540,5052820
1226540,5052780
1226540,5052740
1226540,5052700
1226540,5052660
1226540,5052620
1226540,5052580
1226540,5052540
1226540,5052500
1226540,5052460
1226540,5052420
1226540,5052380
1226540,5052340
1226540,5052300
1226540,5052260
1226540,5052220
1226540,5052180
1226540,5052140
1226540,5052100
1226540,5052060
1226540,5052020
1226540,5051980
1226540,5051940
1226540,5051900
1226540,5051860
1226540,5051820
1226540,5051780
1226540,5051740
1226540,5051700
1226540,5051660
1226540,5051620
1226540,5051580
1226540,5051540
1226540,5051500
1226540,5051460
1226540,5051420
1226540,5051380
1226540,5051340
1226540,5051300
1226540,5051260
1226540,5051220
1226540,5051180
1226540,5051140
1226540,5051100
1226540,5051060
1226540,5051020
1226540,5050980
1226540,5050940
1226540,5050900
1226540,5050860
1226540,5050820
1226540,5050780
1226540,5050740
1226540,5050700
1226540,5050660
1226540,5050620
1226540,5050580
1226540,5050540
1226580,5055060
1226580,5055020
1226580,5054980
1226580,5054940
1226580,5054900
1226580,5054860
1226580,5054820
1226580,5054780
1226580,5054740
1226580,5054700
1226580,5054660
1226580,5054620
1226580,5054580
1226580,5054540
